,m/z,intensity,S/N,log_intensity,mz_calibrated,mz_calibrated_Hline,tdb_index,C,H,N,O,S,theo,class,DBE,mz_E_ppm_BeforeCalibration,mz_E_ppm_AfterCalibration,isotope,track
2988,268.05248,7912561,22.3,6.898317071127943,268.0542928817749,,112,12,11,0,7,0,268.0543808,O7,7.0,-7.091098434259043,-0.32798652572076104,1C13,True
118,268.05964,4625851,12.0,6.665191639908886,268.0614529821709,,2622,15,10,1,4,0,268.061531,N1O4,11.0,-7.054350517756802,-0.29104448068848465,,True
119,268.08079,6068824,16.5,6.783104542839429,268.08260327874524,,2626,12,14,1,6,0,268.0826602,N1O6,6.0,-6.9762065127466135,-0.21232725286731466,,True
2989,268.08887,9408868,27.0,6.973537375719891,268.0906833920518,,114,13,15,0,6,0,268.0907662,O6,6.0,-7.072977659433005,-0.30888026988517026,1C13,True
156,274.03373,5749488,15.3,6.759629171876566,274.0356275620836,,2850,13,8,1,6,0,274.0357102,N1O6,10.0,-7.226065531919598,-0.3015589329718395,,True
120,268.11731,2773403,6.2,6.443012980994943,268.11912379089233,,2631,13,18,1,5,0,268.1190456,N1O5,5.0,-6.473243988071663,0.2916275200206271,,True
122,269.00729,4562331,11.7,6.65918679042304,269.00911629055827,,2646,14,5,0,6,0,269.0091612,O6,12.0,-6.9558969353877504,-0.16694391196928526,,True
123,269.02839,43617815,133.4,7.639663906148445,269.03021658734366,,2652,11,9,0,8,0,269.0302904,O8,7.0,-7.063888594794842,-0.27436559743352773,,True
124,269.03963,2772053,6.1,6.4428015294706125,269.0414567454499,,2654,10,9,2,7,0,269.0415238,N2O7,7.0,-7.039062124152415,-0.2492349475478937,,True
125,269.04367,13153451,38.5,7.119039711276753,269.0454968022796,,2655,15,9,0,5,0,269.0455466,O5,11.0,-6.975027179293149,-0.18509029804433874,,True
126,269.06478,79682118,245.7,7.901360869385116,269.0666070992406,,2661,12,13,0,7,0,269.0666758,O7,6.0,-7.045837223666258,-0.25532987001336904,,True
127,269.07603,4264853,10.8,6.629904066596376,269.07785725750625,,2663,11,13,2,6,0,269.0779092,N2O6,6.0,-6.983850906252524,-0.1930388634418404,,True
128,269.08006,8379482,23.6,6.923217172389838,269.08188731420194,,2664,16,13,0,4,0,269.081932,O4,10.0,-6.956988847514512,-0.16606762753272883,,True
129,269.10119,44237686,135.3,7.645792401666568,269.10301761147934,,2670,13,17,0,6,0,269.1030612,O6,5.0,-6.953469766174301,-0.1619770524871164,,True
130,269.11647,4297770,10.9,6.633243170019177,269.118297826466,,2673,17,17,0,3,0,269.1183174,O3,9.0,-6.8646386387931155,-0.07273207638779271,,True
131,269.13755,5448358,14.5,6.736265636407732,269.13937812307495,,2677,14,21,0,5,0,269.1394466,O5,4.0,-7.046904584105398,-0.25442916637466045,,True
2990,270.03179,3521436,8.5,6.5467197997567705,270.03363072423537,,123,11,9,0,8,0,270.0336454,O8,7.0,-6.870995639311662,-0.054347911440665385,1C13,True
133,270.03893,6143301,16.6,6.788401794732965,270.040770824995,,2694,14,8,1,5,0,270.0407956,N1O5,11.0,-6.908585778253994,-0.09174541568722264,,True
121,268.99202,4605223,11.9,6.663250665005091,268.9938460757883,,2643,10,5,0,9,0,268.993905,O9,8.0,-7.007593722091348,-0.21905407729420703,,True
2987,266.10967,4936739,13.1,6.693440167151455,266.1114557267415,,105,14,17,0,5,0,266.1115016,O5,6.0,-6.882829148647023,-0.1723835994477392,1C13,True
2999,274.04182,3936345,9.7,6.595093155061663,274.043717677716,,150,14,9,0,6,0,274.0438162,O6,10.0,-7.284236614742396,-0.3595128885930343,1C13,True
3000,274.06301,6544654,17.8,6.815886691396665,274.06490798060406,,151,11,13,0,8,0,274.0649454,O8,5.0,-7.061829805175009,-0.13653477602822595,1C13,True
184,278.02859,6503404,17.4,6.813140733789665,278.03054501976766,,3014,12,8,1,7,0,278.0306248,N1O7,9.0,-7.31861823298647,-0.28694764254061395,,True
3005,278.03682,3580435,8.5,6.553935793857001,278.03877513887767,,173,13,9,0,7,0,278.0387308,O7,9.0,-6.872423832898439,0.15947014843600593,1C13,True
185,278.06503,9793802,27.4,6.990951319696837,278.06698554717457,,3021,13,12,1,6,0,278.0670102,N1O6,8.0,-7.121305035875741,-0.08865785783627772,,True
3006,278.07314,6514160,17.4,6.813858421447726,278.07509566456116,,178,14,13,0,6,0,278.0751162,O6,8.0,-7.106712844381531,-0.07384853108997606,1C13,True
186,278.10137,5377544,13.9,6.730583972547,278.10332607319333,,3026,14,16,1,5,0,278.1033956,N1O5,7.0,-7.2836219624514955,-0.25000344393232343,,True
3007,278.10954,7415854,20.2,6.870161171026068,278.1114961914616,,182,15,17,0,5,0,278.1115016,O5,7.0,-7.053286141458707,-0.01944737410161114,1C13,True
187,279.01261,23032578,67.8,7.3623425505788145,279.01457928261567,,3048,12,7,0,8,0,279.0146404,O8,9.0,-7.27703749564156,-0.2190472308567372,,True
188,279.02783,8178894,22.5,6.912694579689406,279.0297995035611,,3052,16,7,0,5,0,279.0298966,O5,13.0,-7.406374819184251,-0.3479786218666159,,True
189,279.04897,60262943,181.5,7.780050337052745,279.050939810463,,3059,13,11,0,7,0,279.0510258,O7,8.0,-7.367111423797977,-0.30814986888561047,,True
191,279.06426,7312491,19.8,6.864065344573622,279.0662300324494,,3062,17,11,0,4,0,279.066282,O4,12.0,-7.2455904938413465,-0.18621938201649976,,True
192,279.08536,61100091,184.1,7.786041857063641,279.0873303388049,,3068,14,15,0,6,0,279.0874112,O6,7.0,-7.349668661943014,-0.2897342977737781,,True
193,279.10058,3849927,9.3,6.585452494755839,279.10255055979974,,3071,18,15,0,3,0,279.1026674,O3,11.0,-7.478968293061618,-0.4186280314816751,,True
194,279.12174,33197144,98.9,7.521100722306652,279.1237108670607,,3075,15,19,0,5,0,279.1237966,O5,6.0,-7.368056844505793,-0.30715023343493114,,True
195,279.15814,4161588,10.2,6.619259082559099,279.160111395666,,3081,16,23,0,4,0,279.160182,O4,5.0,-7.314796778636563,-0.2529169222331672,,True
196,280.0442,12130585,34.6,7.08388174531387,280.04618428136024,,3099,12,10,1,7,0,280.0462748,N1O7,8.0,-7.408775572838282,-0.3232274373811291,,True
3008,280.05233,9994399,28.0,6.999756683513541,280.0543143997542,,189,13,11,0,7,0,280.0543808,O7,8.0,-7.322863488684079,-0.23709768646151513,1C13,True
197,280.05945,3596580,8.5,6.555889724909888,280.06143450344246,,3101,16,10,1,4,0,280.061531,N1O4,12.0,-7.430509975950873,-0.3445548455074624,,True
198,280.08063,9613812,26.9,6.982895625160955,280.082614811899,,3105,13,14,1,6,0,280.0826602,N1O6,7.0,-7.248574397950609,-0.16205252038054863,,True
3009,280.08868,11196474,31.7,7.049081275934437,280.09066492914116,,192,14,15,0,6,0,280.0907662,O6,7.0,-7.448299807635431,-0.36156443226311874,1C13,True
3010,280.12514,5663381,14.7,6.753075779467191,280.127125460189,,194,15,19,0,5,0,280.1271516,O5,6.0,-7.181024718644231,-0.09331409267149673,1C13,True
199,280.99181,4543535,11.3,6.65739387788173,280.9938081008422,,3125,11,5,0,9,0,280.993905,O9,9.0,-7.4556777307930275,-0.34484434019269383,,True
200,281.00718,3056090,6.8,6.485166139801502,281.0091783253199,,3128,15,5,0,6,0,281.0091612,O6,13.0,-7.050303952826443,0.060942212136525335,,True
201,281.02824,52964329,158.1,7.723983474618527,281.0302386329166,,3134,12,9,0,8,0,281.0302904,O8,8.0,-7.296010679530988,-0.18420463971273138,,True
202,281.03948,2817905,6.1,6.449926347655084,281.04147879709313,,3136,11,9,2,7,0,281.0415238,N2O7,8.0,-7.2722349791329215,-0.16012903093584233,,True
203,281.04349,12665332,35.9,7.10261657856227,281.0454888556664,,3137,16,9,0,5,0,281.0455466,O5,12.0,-7.317675105986086,-0.20546254625099292,,True
183,277.14258,8555970,23.8,6.932269253125145,277.14452221456804,,2996,16,21,0,4,0,277.144532,O4,6.0,-7.0432564046295205,-0.03530804636156472,,True
182,277.10618,31848163,95.4,7.503084387315912,277.108121689243,,2990,15,17,0,5,0,277.1081466,O5,7.0,-7.09686822322721,-0.08989543369788759,,True
181,277.09097,2869494,6.3,6.457805320991109,277.0929114697498,,2988,11,17,0,8,0,277.0928904,O8,3.0,-6.930527871675806,0.07603857971313546,,True
180,277.08506,6044561,16.1,6.781364764716927,277.08700138446625,,2986,18,13,0,3,0,277.0870174,O3,12.0,-7.064206826965832,-0.05779965399131773,,True
158,274.07014,4578037,11.7,6.660679298349642,274.0720380825242,,2856,14,12,1,5,0,274.0720956,N1O5,9.0,-7.135348805756712,-0.20986257528189242,,True
3001,274.07819,3947805,9.7,6.596355692752542,274.0800881975981,,152,15,13,0,5,0,274.0802016,O5,9.0,-7.339457531991978,-0.4137562699962499,1C13,True
159,275.01779,19489529,57.4,7.2898013437265154,275.01970164914525,,2884,13,7,0,7,0,275.0197258,O7,10.0,-7.0387678352215035,-0.08781499103670579,,True
160,275.03305,4193671,10.4,6.6225943563894365,275.03496186793933,,2888,17,7,0,4,0,275.034982,O4,14.0,-7.024560970250333,-0.07319818205310617,,True
161,275.03893,19105549,56.2,7.281159521702256,275.0408419522481,,2891,10,11,0,9,0,275.040855,O9,5.0,-6.998960209123754,-0.04743932281067765,,True
162,275.05423,35272092,105.9,7.547431218587608,275.05614217163026,,2896,14,11,0,6,0,275.0561112,O6,9.0,-6.839331770342654,0.11260113489481269,,True
163,275.06953,5585834,14.7,6.747088025178947,275.0714423910229,,2900,18,11,0,3,0,275.0713674,O3,13.0,-6.679721038822429,0.27262387807291083,,True
164,275.07533,11583408,33.1,7.0638363536784246,275.0772424741942,,2903,11,15,0,8,0,275.0772404,O8,4.0,-6.944958431339771,0.007540406404693337,,True
165,275.09061,27468478,81.9,7.438834596278455,275.09252269331455,,2905,15,15,0,5,0,275.0924966,O5,8.0,-6.858056920108427,0.09485287627981621,,True
166,275.10589,2971053,6.6,6.472910399162209,275.10780291244544,,2908,19,15,0,2,0,275.1077528,O2,12.0,-6.771165047393221,0.18215570049084448,,True
167,275.12701,10948897,31.2,7.039370370231709,275.12892321534525,,2911,16,19,0,4,0,275.128882,O4,7.0,-6.80408391290471,0.1498037755161,,True
168,275.16336,4115940,10.2,6.614469035220901,275.16527373671835,,2917,17,23,0,3,0,275.1652674,O3,6.0,-6.931834159216386,0.023028772500291093,,True
157,274.05492,3063302,7.0,6.486189814458605,274.05681786496393,,2854,10,12,1,8,0,274.0568394,N1O8,5.0,-7.003656629121067,-0.07857872153893636,,True
169,276.04944,7640380,21.0,6.883114959072949,276.0513664642637,,2935,13,10,1,6,0,276.0513602,N1O6,9.0,-6.955951959740727,0.02269238495038837,,True
3003,276.07861,3392630,7.9,6.530536498100659,276.0805368838579,,164,11,15,0,8,0,276.0805954,O8,4.0,-7.191378289699351,-0.21195311460075014,1C13,True
170,276.08591,3272061,7.6,6.514821391489644,276.0878369888703,,2941,14,14,1,5,0,276.0877456,N1O5,8.0,-6.648610918979555,0.3310138598077554,,True
171,276.99699,5878821,15.6,6.769290236869511,276.99893011376844,,2961,12,5,0,8,0,276.9989904,O8,10.0,-7.22168697132784,-0.21764061847378438,,True
172,277.01819,3234167,7.5,6.5097624414534785,277.020130419616,,2968,9,9,0,10,0,277.0201196,O10,5.0,-6.96555904592374,0.03905714876701166,,True
173,277.03345,40044196,120.6,7.602539578401902,277.03539063978104,,2972,13,9,0,7,0,277.0353758,O7,9.0,-6.951458796262805,0.053566375781544315,,True
174,277.0369,4236839,10.5,6.627041961112135,277.0388406895577,,2973,10,13,0,7,1,277.0387468,O7S1,4.0,-6.6662155432830135,0.33890406575065624,,True
175,277.04468,3433390,8.1,6.535723137893535,277.0466208018096,,2975,12,9,2,6,0,277.0466092,N2O6,9.0,-6.963449238813352,0.04187674282385557,,True
3004,277.04657,3159280,7.2,6.499588118170453,277.0485108290793,,5985,13,10,1,6,0,277.04839519999996,N1O6,9.0,-6.588018669688225,0.41736058157840483,1N15,True
176,277.0487,7187762,19.6,6.856593688387141,277.0506408598122,,2976,17,9,0,4,0,277.050632,O4,13.0,-6.973454585047483,0.031979036125239634,,True
177,277.05465,3886231,9.5,6.589528611766506,277.05659094566323,,2979,10,13,0,9,0,277.056505,O9,4.0,-6.695385116601319,0.3102098729485714,,True
178,277.06984,44024004,132.8,7.643689539262891,277.0717811648431,,2983,14,13,0,6,0,277.0717612,O6,8.0,-6.933943725285713,0.07205657842675635,,True
179,277.08103,3097069,7.0,6.4909508811673895,277.0829713263127,,2985,13,13,2,5,0,277.0829946,N2O5,8.0,-7.090294382172729,-0.0839953651362819,,True
3002,276.0576,4844867,12.4,6.685281859413841,276.05952658163693,,162,14,11,0,6,0,276.0594662,O6,9.0,-6.760137682230051,0.21872692064275334,1C13,True
204,281.06465,92342787,277.5,7.965402977865714,281.06664916475785,,3143,13,13,0,7,0,281.0666758,O7,7.0,-7.207542460331127,-0.0947648527186519,,True
2986,266.07339,6025644,16.5,6.780003469620333,266.07517522129285,,103,13,13,0,6,0,266.0751162,O6,7.0,-6.487641627899582,0.2218219188259078,1C13,True
2985,266.03698,3203508,7.6,6.505625812876503,266.0387647140938,,101,12,9,0,7,0,266.0387308,O7,8.0,-6.580996664294592,0.1274780319297628,1C13,True
32,245.08031,6269810,18.2,6.7972543801924665,245.0818130168336,,1854,14,13,0,4,0,245.081932,O4,8.0,-6.618194930818359,-0.48548322363531576,,True
33,246.07556,3563792,9.3,6.551912348594825,246.07707592646366,,1881,13,12,1,4,0,246.077181,N1O4,8.0,-6.587364148974442,-0.4269942296362556,,True
34,247.04429,3829858,10.1,6.583182671890376,247.04581853752683,,1909,9,11,0,8,0,247.0459404,O8,4.0,-6.680538839636873,-0.4932785901351938,,True
35,247.05957,11196792,34.3,7.0490936105037,247.0610987368026,,1911,13,11,0,5,0,247.0611966,O5,8.0,-6.583793903555763,-0.3961091371013941,,True
36,247.09598,7094100,20.8,6.8508973060899825,247.09750921169234,,1917,14,15,0,4,0,247.097582,O4,7.0,-6.48326862215601,-0.2945731279875392,,True
37,248.05482,3126150,7.8,6.495009812649699,248.05636174041368,,1940,12,10,1,5,0,248.0564456,N1O5,8.0,-6.553347146657641,-0.3380665481547108,,True
38,249.00253,4599944,12.6,6.662752544586134,249.00408416667923,,1958,11,5,0,7,0,249.0040758,O7,9.0,-6.207930512928468,0.03360057138868511,,True
39,249.03882,12065555,37.2,7.0815473036914485,249.04037464335778,,1967,12,9,0,6,0,249.0404612,O6,8.0,-6.590093802890014,-0.3475605602940552,,True
40,249.05415,3028250,7.5,6.481191725893641,249.05570484474012,,1970,16,9,0,3,0,249.0557174,O3,12.0,-6.29337088247466,-0.05041145010775178,,True
41,249.07521,12395087,38.3,7.0932495793884165,249.07676512141268,,1974,13,13,0,5,0,249.0768466,O5,7.0,-6.570662919304309,-0.32712228553280054,,True
42,249.11158,5661018,16.1,6.752894535786951,249.11313559926765,,1980,14,17,0,4,0,249.113232,O4,6.0,-6.63152248776208,-0.38697555961330876,,True
43,250.0341,3748947,9.8,6.57390930071223,250.03566774097453,,1998,11,8,1,6,0,250.0357102,N1O6,8.0,-6.43988012243538,-0.1698118458580965,,True
44,250.07048,2653085,6.2,6.423751164207587,250.07204822061524,,2003,12,12,1,5,0,250.0720956,N1O5,7.0,-6.460536894897136,-0.1894629013038498,,True
45,251.01809,8018533,23.7,6.904094920867529,251.01967073615666,,2024,11,7,0,7,0,251.0197258,O7,8.0,-6.516619340528809,-0.21936062264665218,,True
46,251.03339,3158395,7.8,6.499466443466073,251.03497093857968,,2027,15,7,0,4,0,251.034982,O4,12.0,-6.341745629764337,-0.04406326261696077,,True
47,251.05453,14591520,45.2,7.164100534746675,251.0561112182856,,2033,12,11,0,6,0,251.0561112,O6,7.0,-6.298193628691664,7.283467366601485e-05,,True
48,251.06574,2590395,6.0,6.413365993131618,251.0673213666151,,2035,11,11,2,5,0,251.0673446,N2O5,7.0,-6.391113916323288,-0.0925384579966804,,True
49,251.06971,3607077,9.3,6.557155413268786,251.0712914191471,,2036,16,11,0,3,0,251.0713674,O3,11.0,-6.6013102855613175,-0.30262651497673226,,True
50,251.09084,10642746,32.3,7.027053697393483,251.09242169875702,,2040,13,15,0,5,0,251.0924966,O5,6.0,-6.597568714517356,-0.2983013988724285,,True
51,251.12733,3276660,8.2,6.515431379501234,251.12891218167306,,2046,14,19,0,4,0,251.128882,O4,5.0,-6.180093614257291,0.12018399800836306,,True
2977,252.0214,2637970,6.1,6.4212698522761,252.02299403363202,,45,11,7,0,7,0,252.0230808,O7,8.0,-6.669230431860475,-0.34427945135073845,1C13,True
52,253.03375,15094104,46.6,7.178807338001379,253.035357499068,,2090,11,9,0,7,0,253.0353758,O7,7.0,-6.425188552625077,-0.07232558665136252,,True
53,253.04905,3717405,9.6,6.570239878739934,253.05065770294632,,2093,15,9,0,4,0,253.050632,O4,11.0,-6.251713293540776,0.10157234587383514,,True
54,253.07015,18978160,59.2,7.278254103740203,253.07175798412996,,2099,12,13,0,6,0,253.0717612,O6,6.0,-6.3665736245923235,-0.012707344440847963,,True
55,253.10652,10121064,30.4,7.005226171104452,253.1081284688545,,2106,13,17,0,5,0,253.1081466,O5,5.0,-6.426501959177529,-0.07163398631363783,,True
31,245.02872,5398081,15.4,6.732239397002473,245.03022234893848,,1843,9,9,0,8,0,245.0302904,O8,5.0,-6.409003545872811,-0.2777250984824149,,True
30,243.08587,4592713,12.8,6.66206930707464,243.08734728922258,,1797,11,15,0,6,0,243.0874112,O6,4.0,-6.340106188070877,-0.262912740309819,,True
29,243.06482,4821061,13.5,6.683142626566142,243.06629701870233,,1791,14,11,0,4,0,243.066282,O4,9.0,-6.014820270314692,0.06178850560608336,,True
28,243.04946,7013679,20.8,6.845945885338064,243.05093682131957,,1788,10,11,0,7,0,243.0510258,O7,5.0,-6.44226863403059,-0.3660905364657761,,True
1,221.00788,3068615,8.3,6.486942403627626,221.0090854255339,,1205,10,5,0,6,0,221.0091612,O6,8.0,-5.7970447606675375,-0.34285667474539205,,True
2,221.04426,4298480,12.6,6.633314910390351,221.0454658536882,,1212,11,9,0,5,0,221.0455466,O5,7.0,-5.820519887307414,-0.3652926423404821,,True
3,227.01839,2548443,6.4,6.406274924343284,227.01966705963355,,1350,9,7,0,7,0,227.0197258,O7,6.0,-5.884070185026008,-0.2587456497375772,,True
4,227.05473,6440090,19.8,6.808891936650224,227.0560074982055,,1359,10,11,0,6,0,227.0561112,O6,5.0,-6.083077846694429,-0.45672320358546287,,True
5,229.03409,2444807,6.0,6.388244580374416,229.03539148500806,,1404,9,9,0,7,0,229.0353758,O7,5.0,-5.613979916918628,0.06848290579966503,,True
7,229.07044,2453821,6.0,6.389842878868731,229.07174192732535,,1413,10,13,0,6,0,229.0717612,O6,4.0,-5.767624927164893,-0.08413378649604346,,True
8,231.0285,3737733,10.4,6.572608274900444,231.02982584984926,,1454,12,7,0,5,0,231.0298966,O5,9.0,-6.045105073178359,-0.3062380747334434,,True
9,231.06485,3511637,9.6,6.545509616275984,231.06617629573913,,1462,13,11,0,4,0,231.066282,O4,8.0,-6.197355960373763,-0.4574629407633457,,True
10,233.04414,4259175,12.1,6.629325484631848,233.04549067282534,,1508,12,9,0,5,0,233.0455466,O5,8.0,-6.035730012940336,-0.23998388071640878,,True
11,233.08056,4171205,11.8,6.620261534410921,233.0819111231775,,1514,13,13,0,4,0,233.081932,O4,7.0,-5.886342146861394,-0.08956860072544692,,True
12,234.98701,2783436,7.0,6.444581239953579,234.98838478803884,,1550,10,3,0,7,0,234.9884258,O7,9.0,-6.024977592702913,-0.17452757941100702,,True
13,235.02345,5358923,15.7,6.729077516902661,235.02482524210038,,1556,11,7,0,6,0,235.0248112,O6,8.0,-5.791728937216815,0.05974731058153634,,True
2978,254.07348,3205580,7.9,6.505906619817477,254.07510137893036,,54,12,13,0,6,0,254.0751162,O6,6.0,-6.439827813437769,-0.05833341675709662,1C13,True
14,235.05981,7437727,22.8,6.871440233639862,235.06118569522965,,1563,12,11,0,5,0,235.0611966,O5,7.0,-5.898889395806631,-0.04639119723905424,,True
16,235.09617,3828971,10.5,6.583082077084781,235.09754614842345,,1569,13,15,0,4,0,235.097582,O4,6.0,-6.006016684543172,-0.15249657710767245,,True
17,237.00265,3838832,10.5,6.584199106368654,237.0040500012008,,1603,10,5,0,7,0,237.0040758,O7,8.0,-6.015930296592506,-0.10885382087708231,,True
18,237.03899,8283564,25.5,6.918217232015567,237.0403904575843,,1611,11,9,0,6,0,237.0404612,O6,7.0,-6.206535342319239,-0.29844025512546374,,True
19,237.07539,6582653,19.8,6.818400962162232,237.07679091478562,,1618,12,13,0,5,0,237.0768466,O5,6.0,-6.14399938627991,-0.23488255049022394,,True
20,237.11172,3342949,8.8,6.524129751050382,237.11312137117196,,1624,13,17,0,4,0,237.113232,O4,5.0,-6.376700225736443,-0.466565392073542,,True
21,239.01822,5230998,15.1,6.718584553980957,239.01964541100327,,1663,10,7,0,7,0,239.0197258,O7,7.0,-6.299898449593471,-0.336327876148002,,True
22,239.05459,11551931,36.3,7.062654586180486,239.05601587132037,,1672,11,11,0,6,0,239.0561112,O6,6.0,-6.3633595994567616,-0.39877114689120935,,True
23,239.09097,7390191,22.4,6.868655662910943,239.09239633182818,,1679,12,15,0,5,0,239.0924966,O5,5.0,-6.384976616641233,-0.4193697972390352,,True
24,241.0491,4864605,13.8,6.687047581853119,241.0505512127952,,1726,14,9,0,4,0,241.050632,O4,10.0,-6.355511235487755,-0.3351462061652262,,True
25,241.10661,3262735,8.4,6.513581801734147,241.10806194634475,,1739,12,17,0,5,0,241.1081466,O5,4.0,-6.373073750003883,-0.3511024262094429,,True
